office, 0.25481, 0.054909, 0.32375, 0.21429, 0.48137, -0.75424, -0.78087, -0.29439, 0.024477, -1.2903, -0.69475, -0.33993, -0.3687, -0.0011398, 0.51126, 0.27465, -0.86396, 0.070632, 0.62489, -0.043111, 1.0666, 0.24161, -0.536, -0.31515, -0.74103, -2.104, 0.024429, 0.43665, -0.68109, 0.19043, 2.8783, -0.25616, -0.56676, -1.1168, -0.29901, 0.29706, 0.40172, 0.21947, 0.64514, -0.18449, -0.28797, 0.59847, -0.27569, -0.0049195, -0.7356, -0.15342, -0.99148, -0.045975, 0.72543, 0.0
education, -0.9266, 0.69467, -0.59079, -1.0542, -0.16538, 0.26239, -0.37788, -1.4453, 0.40885, -0.30288, 0.03182, -0.18016, 0.42866, -0.89767, -0.56316, -0.27027, 0.045694, 0.62575, 1.2644, 0.76223, 0.55267, 0.49301, -0.60455, 0.044394, 0.21022, -1.4351, 0.31501, -1.4332, -1.1363, 0.2626, 3.642, 0.71513, -0.51682, -1.3208, 0.011802, 0.35513, -0.16616, 0.89067, 0.73568, 0.24032, -0.63902, -0.30806, 0.091853, 0.32939, -0.5166, 0.11908, -0.16218, 0.60717, 0.51684, 0.0
national, -1.1105, 0.94945, -0.17078, 0.93037, -0.2477, -0.70633, -0.8649, -0.56118, 0.73209, -1.021, 0.33214, -0.41628, 0.069921, 0.19263, -0.22606, -0.2683, 0.35184, 0.372, -0.30553, 0.037727, -0.22194, -0.14806, -0.14505, -0.46135, -0.58815, -1.6456, -0.65582, -0.44527, -1.4315, 0.32433, 3.4448, 0.47302, -1.0024, -1.1375, -0.68221, 0.027411, 0.048669, -0.30637, 0.29609, -0.16658, -0.72832, -0.20543, -0.16442, -0.20362, -0.44329, 0.3599, -0.98501, 0.472, 0.45736, 0.0
car, 0.47685, -0.084552, 1.4641, 0.047017, 0.14686, 0.5082, -1.2228, -0.22607, 0.19306, -0.29756, 0.20599, -0.71284, -1.6288, 0.17096, 0.74797, -0.061943, -0.65766, 1.3786, -0.68043, -1.7551, 0.58319, 0.25157, -1.2114, 0.81343, 0.094825, -1.6819, -0.64498, 0.6322, 1.1211, 0.16112, 2.5379, 0.24852, -0.26816, 0.32818, 1.2916, 0.23548, 0.61465, -0.1344, -0.13237, 0.27398, -0.11821, 0.1354, 0.074306, -0.61951, 0.45472, -0.30318, -0.21883, -0.56054, 1.1177, 0.0
design, 0.2597, 0.52062, -0.26789, -0.05946, -0.13121, 0.62862, -0.53553, -1.7505, -0.1309, -0.10676, 0.38848, 0.51047, -0.6479, 0.23585, -0.75779, 0.060427, -0.090786, 0.91013, -0.0379, -1.36, 0.70133, -0.33746, -1.5985, -0.64633, 0.28434, -0.87161, -1.105, 0.023587, -0.17274, -0.26469, 2.8977, -0.95037, -0.16032, -1.199, 0.4351, 0.46548, 0.71948, 1.2731, -0.3743, 0.03422, 0.71661, -0.6494, 0.23837, -0.065145, -0.066195, 0.2825, 0.51072, -0.045163, 0.12107, 0.0
take, 0.62257, 0.071858, 0.024343, -0.12574, 0.31062, -0.2258, -0.34277, 0.50858, -0.13264, -0.068181, -0.21331, 0.27151, -0.44914, 0.076563, 0.54888, 0.58235, 0.46806, -0.3486, -0.14855, -0.81118, 0.26717, 0.24443, 0.016739, 0.04569, 0.23783, -1.9723, -0.067601, -0.50336, 0.21409, -0.48434, 3.5853, 1.1371, -1.1428, -0.058785, 0.2457, -0.16272, 0.17293, 0.18225, 0.0188, -0.52325, -0.34459, 0.035117, 0.27834, 0.18419, 0.23106, 0.13612, 0.021502, 0.18111, 0.038953, 0.0
posted, -0.29098, -0.20831, 1.1088, 0.57687, 0.41015, -0.35379, -1.4035, -0.41464, 0.43171, -0.17359, -0.04427, -0.88625, -0.52147, -0.35558, 0.34398, -0.82637, -1.4756, -0.96075, -0.57941, -0.010954, 0.55765, -0.0089627, 0.24061, -0.3549, -0.3458, -0.57607, -0.4795, -0.10811, -0.26245, -0.053506, 2.4772, 0.045344, 1.27, 0.26547, -0.13165, -0.32421, 0.19356, -0.077319, -0.60566, -0.46589, 0.56822, -0.26184, 0.045394, -0.26082, 0.14021, -0.43155, -0.32346, 0.72687, 0.4526, 0.0
internet, 0.57121, -0.23423, 1.5067, 0.82537, -0.45765, -0.61598, -1.2452, -1.3567, 0.92592, 1.1069, -0.19654, 0.06855, -0.17516, 0.28349, 0.43723, -0.03652, -0.94216, -0.1436, 0.5045, -0.14885, 0.94491, 0.11124, -0.26166, 1.3998, 0.37113, -1.5779, -0.20257, -0.80787, 0.37267, -0.17394, 3.2091, 0.07145, 0.15909, -0.86939, -1.1928, -0.32419, -0.81756, -0.31222, -0.62843, -0.25575, 1.0357, 0.040427, -0.068917, 1.4876, 0.096186, -0.18381, 0.028125, -0.071777, 0.4303, 0.1894
address, 0.51398, 1.0228, 0.3479, 0.055356, -0.17069, -0.3491, -0.037434, -0.39769, 0.46492, -0.50423, -1.1286, 0.20034, -0.025416, -0.32375, 0.48382, 0.20768, -0.8149, -0.6733, 1.3283, -0.29596, 0.45529, -0.27705, -0.02463, 0.18014, 0.66401, -1.611, 0.45434, -0.086075, -0.17779, 0.35955, 2.7104, 0.40994, -0.68811, -1.412, -0.76894, 0.0066313, 0.25607, -0.42038, -0.49741, 0.054322, 0.12104, 0.1675, -0.64014, 0.32183, 0.11649, 0.86012, 0.0067845, 0.75424, 0.2056, 0.0
community, 0.14774, 0.62713, -0.81852, -0.16878, 0.44055, -0.12515, -0.87369, -0.060084, 0.48804, -0.23463, -0.017574, -0.70673, 0.77392, -0.82772, -0.69719, 0.076588, 0.98306, 0.58452, 0.77501, 0.30231, 0.0059052, 0.58345, -1.0178, 1.1176, -0.13487, -1.2102, -0.095842, -0.70611, -0.54565, -0.12818, 3.4346, 0.12549, -0.35702, -1.3685, -0.32705, -0.25489, -0.52943, -0.90213, 0.28179, 0.22691, -0.47532, -0.51934, -0.32232, 0.07629, -0.10132, 0.47723, -0.83698, 0.021588, -0.36972, 0.0
within, 0.43545, 0.17045, 0.02835, 0.19479, 0.80862, 0.43448, 0.40041, 0.26019, 0.5388, -0.70532, 0.074757, -0.81232, -0.018386, -0.32536, -0.32477, 0.56547, 0.56943, -0.21274, -0.27345, -0.066153, -0.045741, -0.29294, 0.27252, 0.51855, -0.21129, -1.092, 0.33047, 0.068431, 0.1474, 0.020561, 3.7828, -0.37415, 0.027395, -1.1671, -0.32384, -0.21048, -0.26656, 0.014331, -0.03405, 0.10754, -0.16645, -0.53375, 0.13492, 0.70171, -1.1395, 0.59742, 0.037514, -0.10763, -0.60251, 0.0
states, -0.42093, 0.045655, 0.1135, 0.34526, 0.09715, 0.42206, -0.34718, 0.010904, 0.61307, -0.5734, 0.29023, -0.21015, 0.14544, -0.31479, 0.16471, 0.059054, 0.16791, -0.58768, -0.063237, 0.084685, 0.21251, -0.5246, 0.46017, -0.044725, -0.20827, -2.3662, 0.37637, -0.68911, 0.020944, -0.17156, 3.3658, -0.10865, -0.49856, -0.84937, -0.15947, -0.92705, -0.3499, 0.29612, -0.96039, -0.13339, -0.47849, -0.057402, 1.3791, -0.68087, -0.29211, 0.79177, -0.7364, 0.13431, -0.79519, 0.19546
area, 0.87797, 0.20571, -0.12058, -0.010709, -0.053455, -0.68496, -1.2214, -0.32873, 0.57296, -1.1168, -0.12084, -1.3698, 0.58411, -0.94934, -0.7575, 0.61905, 0.85446, 0.29599, -0.91012, 0.41647, -0.18308, -0.099543, -0.34984, 0.6359, -0.35521, -0.93343, -0.044097, 0.71133, 0.43015, -0.3832, 3.7452, -0.42756, 0.42294, -0.93751, 0.47626, 0.42313, -0.10811, -0.01229, 0.30669, 1.0182, -0.48771, 0.25101, 0.36161, -0.089203, -0.56762, -0.1957, -0.22157, -0.49112, 0.15444, 0.0
want, 0.13627, -0.054478, 0.3703, -0.41574, 0.60568, -0.42729, -0.50151, 0.35923, -0.49154, 0.21827, -0.15193, 0.52536, -0.24206, 0.023875, 0.8225, 1.089, 0.98825, -0.17803, 0.77806, -1.0647, -0.28742, 0.50458, 0.21612, 0.65681, 0.34295, -2.1084, -0.82557, -0.31966, 0.87567, -1.0679, 3.3802, 1.2084, -1.272, -0.15921, -0.25237, -0.2696, -0.18756, -0.35523, 0.084172, -0.56539, -0.24081, 0.15926, 0.3287, 0.54591, 0.29897, 0.18948, -0.57113, 0.17399, -0.19338, 0.0
phone, 0.85127, -0.046713, 1.7694, 1.2673, 0.17606, -0.16567, -1.0085, 0.12969, 0.19852, 0.076439, -0.14111, 0.080613, 0.056659, 0.24052, 0.36689, 0.34795, -2.1473, -0.0285, 0.66668, -0.61758, 1.0825, 0.50555, -0.094894, 0.898, 0.55883, -1.8148, 0.1511, -0.18278, 0.45762, -0.79109, 2.8633, 0.3695, 0.12702, 0.29574, -0.079129, -0.26064, 0.030947, -0.27305, -0.30831, 0.037718, 1.3159, 0.9517, -0.44239, 0.67686, 0.17581, -0.24156, -0.083272, 0.12821, -0.018288, 0.0
dvd, -0.28189, 0.074584, 0.84109, 0.3585, -0.22684, -0.55112, -0.50799, -1.287, 0.93982, 1.485, 0.15174, 0.41546, -0.2573, 0.74296, 1.6968, 0.22864, -0.7394, -0.19049, 0.055277, -0.094865, 1.0529, -0.15539, 0.50891, 0.75895, -0.52204, 0.205, -1.1215, -0.07871, 0.49641, -0.45445, 2.3861, -0.40298, 0.34911, 0.16682, 0.49396, 0.95032, 1.4375, -0.74422, -1.1828, -1.1056, 1.0658, 0.54065, -0.47954, -0.86698, -0.92109, 0.77066, 0.59399, -0.29835, -0.82746, 0.41685
shipping, 0.48354, -0.08936, 0.35161, 0.66743, -0.2604, -0.26937, -0.89475, -0.2083, 1.345, -0.63076, 0.49596, 1.2493, 0.44013, 0.14137, -0.13067, -0.02527, -0.40914, 0.3324, -0.22882, -0.33322, 1.8042, -0.93805, -0.056646, -0.1238, -0.10005, -1.1458, 0.54896, -0.042573, 1.097, 0.41062, 1.9564, 0.072422, 0.51493, 0.88753, 0.05296, -0.0066622, -0.56326, 0.059115, -0.43668, 0.9115, 0.44257, -0.12939, 1.3431, -0.12643, -0.25641, -0.10676, -0.7758, 0.14238, 0.4267, 0.0
reserved, -0.083661, 0.37751, -0.66511, -0.026013, 1.1119, -0.27278, 0.5204, 0.24294, -0.35501, -0.32414, -0.46378, -0.071671, 1.2815, 0.029048, 0.19059, 0.1019, -0.22103, 0.46718, 0.16713, -0.83479, 0.19401, -0.15022, 0.59602, 0.56337, -0.6187, -0.40382, 0.4621, 0.48082, 0.17434, 0.47689, 2.1932, 0.21995, 0.012715, -0.029696, 0.10111, 0.21215, 0.3278, 0.11366, -0.75549, -0.40967, 0.48843, 0.047918, -0.0025724, 1.2696, -0.71812, 0.47718, -1.0473, -0.112, -0.18066, 0.0
subject, 0.12498, 0.49096, -1.0715, -0.33098, -0.032888, 0.56509, 0.33047, -0.22839, 0.025186, 0.080047, -0.38379, 0.5951, 0.20743, 0.041084, 0.94171, -0.058054, -0.11794, -0.48528, 0.18024, -0.33407, 0.68947, 0.13408, 0.16331, 0.20212, 0.25734, -1.5197, -0.60007, -0.097273, 0.18194, 0.49696, 2.9062, -0.70131, -0.11405, -1.225, -0.094849, -0.0015518, 0.011935, 0.17373, -0.776, -0.11276, 0.078502, 0.074348, 0.40816, 1.1335, -0.63647, -0.28705, 0.2612, 0.74889, -0.16393, 0.0
between, 0.7503, 0.71623, -0.27033, 0.20059, -0.17008, 0.68568, -0.061672, -0.054638, -0.86404, -0.61395, -0.11047, -0.38827, -0.65705, -0.51993, -0.11222, 0.35218, -0.062404, -0.1367, -0.74921, 0.29496, 0.646, -0.045973, 0.67607, 0.43915, -0.11932, -1.2565, 0.61853, -0.057893, 0.11771, 0.45169, 3.8217, 0.19942, -0.3056, -0.3612, 0.16007, -0.62274, -0.83083, -0.032579, -0.4838, 0.60626, -0.22847, -0.073889, 0.052593, 0.039626, -0.72325, 0.11038, 0.35692, -0.26172, -0.67303, 0.0
forum, 0.45937, 0.85747, -0.97499, 1.1289, 0.27435, -1.1862, -0.29024, -0.96103, 0.052914, -0.22366, -0.4552, -0.40763, 0.020183, 0.90694, -0.10499, -0.092295, 0.3548, -0.065043, 0.081516, 0.32981, 0.9555, 0.070502, -0.2429, 0.48113, 0.12259, -0.56599, 0.58057, -0.51128, -1.6933, 0.074796, 2.5987, 0.6795, -0.89167, -0.85551, -1.3662, -1.0597, -0.38772, -0.072204, -0.48261, 0.27262, -0.43786, -0.7192, -0.19721, 0.1134, 0.46577, 0.89992, -0.28149, 0.50419, 0.04143, 0.0
family, 1.1636, 0.90386, -0.74277, 0.49272, 1.88, 0.9285, -1.0429, 0.01343, -0.51903, -0.68762, 0.0083396, 0.50754, 0.51792, -0.75577, 1.0241, 0.1761, -0.91889, 0.21455, 0.19232, 0.19562, 0.0044282, 0.40701, -0.3812, 0.51286, 0.14278, -1.4652, -0.55194, -0.8362, 0.41877, 0.40793, 2.5335, -0.20787, 0.088761, -0.10973, 0.52074, 0.026259, -0.65515, -0.1425, 0.44071, -0.047796, -0.23276, 0.17212, -0.16844, 0.60122, 0.47156, 0.11336, -0.96031, -1.3412, -0.021467, 0.0
l, -0.19241, 0.90996, 0.0037814, 0.39026, 0.38354, 0.50652, -0.46523, -0.90907, -0.37117, -1.2701, -0.82259, 1.4141, -0.61298, -0.74221, 0.4704, -0.1904, 0.64709, -0.20903, -0.12255, -0.21791, 0.043486, 0.031467, 0.48, -1.0381, -0.095641, -1.074, 0.36948, -0.49163, -0.9523, 0.15962, 0.58211, -1.8482, -0.21888, -0.95585, 0.17309, -0.68889, -0.20015, 0.062879, 0.88087, 0.70611, -0.32311, 1.2574, 0.22709, -0.88409, 0.0012234, 0.17939, -0.4764, -0.86586, -0.71212, 0.0
long, 0.46955, 0.82963, -0.13828, -0.45398, -0.075682, 0.45397, -0.37753, -0.31824, 0.04492, -0.23272, -0.65296, 0.0076419, -0.52617, 0.29746, 0.23553, 0.19954, 0.17268, -0.027087, -0.30702, -0.27463, -0.50451, 0.06611, 0.048848, -0.3727, 0.28044, -2.012, 0.32445, 0.696, 0.33016, 0.052136, 3.7978, 0.016551, -0.029049, 0.40461, -0.067641, -0.3214, -0.42906, 0.34667, -0.40094, -0.26477, -0.54929, 0.20108, 0.12476, 0.53417, -0.10315, -0.57693, 0.26055, -0.3884, -0.81348, 0.0
based, 0.44515, 0.14297, -0.31849, 0.93227, 0.15758, 0.10426, -0.86868, -1.0764, 0.55314, 0.30039, 0.50631, 0.014296, -0.31297, -0.28746, -0.57734, 0.033763, -0.22912, 0.45513, -0.57208, 0.12396, 0.76135, 0.20192, -0.31061, 0.27998, -1.039, -1.6102, -0.96987, -0.50075, -0.68246, -0.13174, 3.2179, -0.80151, -0.12665, -0.67749, 0.35736, -0.91313, -0.55365, -0.070563, 0.20915, 0.11336, 0.66136, -0.087329, 0.41196, -0.080373, -0.061894, 0.38201, -0.21459, 0.86345, -0.11521, 0.0
w, -0.11178, 0.61566, 0.73403, -0.53395, 0.5376, -0.10701, -0.64581, -0.42017, -0.17584, -0.93164, -1.6608, 0.64692, -0.70472, -0.68174, -0.17845, -0.16288, 0.17238, -0.76941, -0.22088, -0.13435, 0.71128, 0.096305, -0.0074714, -1.4313, 0.26401, -2.0207, 0.46412, -0.27584, -0.6125, 0.27108, 1.0616, -0.58544, -0.5554, -0.69477, -0.027509, -1.0256, 0.050789, 0.49753, -0.60548, -0.050298, -0.083592, 0.86356, -0.33858, -1.0378, 0.23555, 0.89799, -0.78268, -0.1865, -0.76944, 0.0
code, -0.44412, -0.67868, -0.094546, 0.34215, 0.013901, 0.16031, 0.47052, -1.7445, 0.38626, -0.55589, 0.18766, 0.97665, 0.045589, 0.026169, 0.17745, -0.53058, -1.0001, 0.034003, 0.37809, -0.21039, -0.18568, -0.9391, -0.105, 0.69634, -0.075046, -1.4277, -0.47106, -0.28648, 0.24325, -0.86597, 2.7155, -0.84736, -0.89026, -0.42889, 0.0073904, 0.20806, 0.94242, -0.8303, -0.6176, 0.53572, 0.50985, -0.27999, 0.5226, 1.0908, -1.3746, 0.55885, 0.66053, 0.50033, 0.47428, 0.0
show, -0.034772, 0.64145, -0.37352, 0.20804, 0.20488, 0.10238, -0.90995, -0.57641, 0.01479, 0.45589, -0.15513, -0.18886, -0.44949, 0.39482, 1.1552, 0.15602, -0.071006, 0.056749, -0.66921, -0.43072, 0.78598, 0.67878, 0.54741, 0.23433, 0.18783, -1.1221, -1.3257, 0.45237, 0.069194, -0.47916, 3.0153, 0.8077, 0.097056, -1.065, -0.49647, 0.051322, 0.38649, -0.25782, -0.76952, -0.70461, -0.15052, 0.36085, -0.97656, -0.58116, 0.081565, -0.41565, -0.16104, -0.23396, -0.28784, 0.0
o, -0.043861, 1.3183, -0.03715, 0.85478, 0.12212, -0.77384, 0.259, -0.47676, -0.33695, 0.48114, 0.33945, 1.33, 0.2363, -0.40044, -0.060132, -0.090635, -0.13512, -0.24401, -0.29643, 0.24748, -0.18947, -0.31269, 0.81937, 0.44263, 0.31682, -0.32654, -1.0108, 0.010322, 0.23665, -0.87687, 1.962, 0.029588, -0.40542, 1.2622, -0.26181, -0.85453, 0.80293, -1.133, 0.61904, 0.68057, 0.97585, -0.037231, -0.2541, -0.46952, 0.05779, -0.14661, -0.15998, -0.86275, 1.2377, 0.0
even, 0.38336, -0.095871, 0.12229, -0.51625, 0.3491, 0.1705, -0.55374, -0.0017357, -0.47808, 0.43859, -0.25184, 0.16347, -0.22387, -0.017963, 0.80635, 0.42586, 0.14927, -0.19596, -0.097068, -0.97429, -0.32088, 0.15314, 0.26854, -0.011203, 0.38486, -2.0684, -0.72715, 0.31925, 0.78713, -0.22962, 3.5621, 0.53464, -0.013249, -0.53812, -0.017443, -0.14833, -0.20759, 0.39231, -0.30361, -0.44828, -0.48433, 0.39363, 0.1097, 0.72701, 0.10325, 0.060643, -0.26806, -0.056359, -0.34692, 0.0
black, -0.96256, 0.65329, -0.55152, -0.41065, 0.80223, 0.9833, -0.96007, -1.029, -0.47013, -0.6812, 0.071232, -0.25591, 0.60577, 0.29845, -0.1837, -0.26064, -0.038707, 0.11412, -0.72028, -1.2694, -0.73858, 0.3357, 0.44293, 0.02566, -0.97692, -1.6867, -0.88665, 0.75824, 0.18836, -0.6932, 2.6144, 0.11718, -0.45564, -0.42953, -0.052095, 0.11656, -0.66685, -0.86056, -0.093886, -0.74592, -0.062858, 0.54547, 0.28987, -0.26887, 0.71881, -0.074307, -0.18512, -1.2621, -0.3246, 0.0
check, 0.16788, 0.10003, 0.79083, -0.32853, 0.12775, -0.47305, -0.57459, 0.1722, 1.0261, -0.42688, -0.19953, 0.23035, 0.23735, 0.044013, 0.86834, 0.25358, -0.59492, -0.57925, 0.25943, -0.7961, 0.67136, -0.23669, 0.13305, 0.29399, -0.061494, -1.4997, -0.39496, 0.23757, 0.612, -0.64826, 2.5995, 0.64948, -0.38555, -0.12586, 0.055084, 0.67475, 0.61183, -0.082324, 0.62682, -0.1591, 0.54138, 0.36665, 0.33189, 0.87247, -0.10387, -0.71192, 0.54574, 0.7645, 0.57603, 0.0
special, 0.16163, 0.78638, -0.50019, 0.17855, 0.64519, -0.28504, -0.078533, -0.57302, 0.75151, -0.82732, -0.19134, 0.35527, 0.20475, 0.39756, 0.53953, -0.25249, -0.12972, 0.18465, 0.034124, -0.65288, 0.73289, 0.1267, 0.24617, -0.22166, -0.73607, -1.1947, -0.48604, -0.26072, -0.27699, -0.11712, 3.162, 0.40051, -0.96605, -0.63214, 0.47338, 1.0037, 0.53081, -0.1093, -0.69595, -0.030794, 0.032276, 0.71254, -0.12191, -0.54396, -0.33492, -0.23341, -0.088966, 0.45571, -0.44395, 0.0
prices, -0.69194, -0.52312, 0.8382, -0.33673, 0.17879, -0.84447, -0.56553, -0.73776, 0.032885, 1.0243, 0.32449, -0.12127, 0.086144, -0.43705, 0.9202, 1.3683, -0.36278, -0.91755, -0.40405, -1.5394, 1.8192, -1.1201, 0.20566, -0.46135, -0.39751, -1.0601, 0.05019, 0.61388, 1.2599, 1.423, 3.7054, 0.3231, 1.4104, 0.60227, 0.54725, -1.33, -0.88951, 0.048926, 0.33836, -0.3242, -0.94471, 0.42553, 0.76416, -0.22349, 0.90342, 0.023828, 0.046381, 0.37179, 0.90015, 0.01424
website, -0.063305, 0.36144, 0.66377, 0.74403, -0.16189, -0.61134, -1.4866, -0.68908, 0.93541, 0.083576, 0.16177, -0.24424, -0.024121, -0.13664, 0.57305, -0.40993, -0.44983, -0.069966, 0.2598, 0.5309, 0.5764, 0.08749, 0.2712, 1.0707, 0.0052268, -0.66154, -0.46884, -0.012917, -0.98887, -0.22985, 2.6159, -0.76125, -0.023108, -0.90136, -1.0596, 0.3905, 0.85048, -0.61068, -0.64976, -0.65858, 1.5573, -0.81539, -0.93183, -0.15268, 0.21792, -0.42776, -0.63644, 0.87481, 0.93844, -0.20244
index, -1.9409, -0.61217, 0.68502, 0.48418, 1.6231, -1.5288, 0.27655, -2.1091, -0.17909, 0.76367, 0.71182, -1.0581, -0.50535, -0.31684, -0.091379, 0.53224, -1.2349, -1.6658, -1.01, -0.13809, 1.4789, -0.31234, -0.060151, -0.59057, -0.66634, -0.27444, -0.27491, -0.34685, -0.30161, 0.30946, 3.3212, -0.32398, 1.1586, 0.10702, 0.0011786, -1.6314, -0.74058, -0.42707, 1.1665, -0.15704, -0.43603, -0.75687, 1.1331, 0.50686, 0.013765, -0.22531, 1.4782, 0.017909, 1.6242, 0.0
being, 0.59049, -0.66076, -0.02551, -0.66217, 0.3834, 0.31517, -0.82654, 0.14879, -0.36427, 0.015319, 0.51745, 0.2739, -0.42352, -0.1069, 0.65642, 0.13723, -0.011125, 0.38913, -0.54748, -0.15923, -0.26029, 0.37735, 0.83593, 0.16307, 0.013573, -2.0174, -0.15106, 0.49917, 0.1841, -0.17101, 3.5601, -0.35118, 0.24638, -0.94568, 0.22149, 0.22784, 0.56643, 0.41457, -0.58431, -0.39573, -0.26413, -0.18254, 1.7507E-4, 0.47701, -0.15756, -0.43371, -1.0655, -0.41736, 0.086398, 0.0
women, -0.95897, 0.86149, -0.53064, -0.19908, 0.42945, 0.93177, 0.067319, -0.21413, 0.39488, -0.53561, 0.42881, -1.3334, -0.038192, -0.15667, 0.94351, -0.21873, -0.15586, 0.084439, -0.058604, -0.55145, -0.53281, 1.2434, 0.63441, 0.79234, 0.0097936, -1.7124, -0.77291, -1.0024, -0.69472, -0.50487, 3.0517, 1.4981, -0.32957, -0.53871, -0.21201, -0.14259, -0.02706, 0.5858, -0.56642, -0.55984, -0.60905, -0.57062, 1.3338, 0.67097, 1.0643, -0.4181, -0.44273, -1.0158, -0.35795, -0.31111
much, 0.36999, 0.082841, 0.16883, -0.50223, 0.37935, 0.13343, -0.32527, -0.17964, -0.40393, 0.58149, -0.14505, 0.1399, -0.1566, -0.60951, 0.62075, 0.5596, 0.35677, 0.25654, -0.33583, -0.82497, -0.11897, 0.21829, 0.27755, -0.38194, 0.54374, -1.7705, -0.74366, 0.40402, 0.88709, -0.021368, 3.7891, 0.39953, 0.51627, -0.48584, -0.052367, -0.28135, -0.60422, 0.46096, 0.11491, -0.49699, -0.34498, 0.38645, 0.14052, 0.43843, -0.33583, 0.13546, -0.12158, 0.0053184, -0.50853, 0.0
sign, -0.020377, 0.86605, 0.071975, -0.29717, 0.61177, -0.26226, -0.99114, 0.13033, -0.21726, 0.31929, 0.43703, 0.41547, -0.17183, 0.010549, 0.40697, 0.43385, -0.40842, -1.0057, 0.41781, -0.48802, -0.31581, -0.14833, -0.48956, -0.44998, -0.15654, -1.6381, 0.45729, 0.66612, 0.54645, -0.70091, 2.9181, 0.64364, -0.83838, -0.38647, -0.3105, -0.31526, 0.19864, -0.73908, -0.35856, -0.37951, 0.05021, -0.2253, -0.21787, -0.28566, 0.1435, 0.15005, -0.087192, 0.98304, -0.2071, 0.0
file, 0.20346, -0.36144, 1.065, 0.77532, 0.13116, 0.084812, -0.09789, 0.058289, 0.068911, -0.29628, -0.47937, 0.24026, 0.19721, 0.41073, 0.80101, -0.21375, -1.3117, -0.88078, 1.3917, -0.86331, 0.13966, -0.68027, 0.058374, 0.8234, -0.72267, -1.1106, -0.10921, -0.27527, 0.035973, -0.70028, 2.5397, -1.268, -0.95494, -0.66966, -0.43851, 0.27497, 0.602, -1.2052, 0.33294, -0.96118, 1.2398, -0.17181, 0.043022, 1.1535, -0.64861, 0.10567, 0.38906, 0.47547, 0.015746, 0.0
link, 1.1875, 0.75975, 0.51014, 0.72994, -0.36643, 0.54406, -0.25339, -0.31406, 0.82868, 0.012373, 0.13015, -0.024821, -0.52096, -0.0811, -0.4333, 0.7706, -0.095194, -0.39945, 0.21679, 0.53918, 0.33652, -0.23034, -0.35029, 0.85896, 0.2803, -1.6843, -0.017249, 0.11019, 0.3902, -0.46635, 2.451, -0.1828, -0.031705, -0.88691, 0.036665, -0.26362, -0.049961, 0.0079798, -0.67946, 0.41894, 0.55619, -0.09015, 0.22926, 0.24229, 0.093583, 0.010281, 0.23928, 0.3354, 0.36021, 0.0
open, -0.062761, 0.81904, -0.067769, 1.0728, -0.48884, -0.53659, -0.39512, 0.29684, -0.24994, -0.64616, -0.38994, -1.0181, -0.74659, 0.5638, 0.62756, 0.84303, 0.1374, -0.54534, -0.16795, -0.43048, 0.18814, 0.16537, -0.1674, 0.59948, -0.16904, -1.1376, 0.36256, 0.19763, 0.010075, -0.3838, 3.5756, 0.045535, -0.52057, 0.32947, -0.36942, -0.37348, 0.31756, 0.81132, -0.044679, -0.79792, 0.22949, -0.73993, 0.90041, 0.46883, 0.4512, 0.6644, 0.24931, -0.88062, -0.042584, 0.0
today, 2.7751E-4, 0.42673, -0.082938, 0.27601, 0.64721, -0.91728, -0.63471, -0.28023, -0.66653, -0.28436, -0.064249, -0.43626, -0.1083, -0.35818, 0.72311, 0.65368, -0.29573, 0.12007, -0.029959, -0.20594, 0.20017, 0.16421, 0.15202, -0.024855, 0.52887, -1.3625, -0.56036, 0.17777, -0.091003, 0.097549, 3.5102, 0.10631, 0.065602, -0.080777, -0.12553, -0.69932, -0.015068, 0.39353, -0.0028195, 0.20635, -0.47726, -0.12639, 0.29399, 0.1, 3.4015E-4, 0.62769, -0.45344, 0.39615, 0.018857, 0.0
technology, -0.25722, -0.093385, 1.1371, 0.95147, -0.45156, -0.55302, -0.48637, -1.6476, 0.59422, 0.75211, 0.74173, 0.26373, -0.29181, 0.21239, -0.86431, 0.87086, -0.34193, 0.99052, 0.026313, -0.25234, 1.4177, 0.0025313, -0.65843, -0.35972, 0.56982, -1.6079, -0.19695, -0.99719, 0.002233, 0.046416, 3.2575, -0.26845, -0.09459, -1.3317, -0.039934, -0.1586, -0.8549, 1.0837, 0.20209, -0.18876, 0.34616, -0.32074, 0.26552, 0.48898, 0.65638, 0.50432, 0.80157, 0.58182, -0.068956, 0.0
south, -0.039674, 0.47097, -0.31102, 0.38088, -0.59254, -0.38231, -0.68876, 0.15252, 0.46303, -0.9099, -0.38665, -0.82695, 0.035915, -0.93486, -0.82315, 0.37535, 0.93198, 0.19098, -1.01, 0.59531, -0.1818, 0.34694, 0.096477, 0.48152, 0.19392, -1.9725, 0.77759, 0.16259, -0.68996, -0.12239, 3.5077, -0.23937, 0.12591, 0.22983, 0.5462, -0.74276, -0.30525, -0.19996, -0.77648, -0.13621, -0.54883, 0.068693, 0.88314, -1.0529, 0.18614, 0.88575, -0.43661, -0.49549, -0.10562, 0.0
